Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Peru,PER,1.145004464,1.013651521,1.003179591,0.963765168,1.154623518,1.332646084,1.24107777,1.516082277,1.435996772,1.795760065,1.984103239,1.696019193,1.866384305,1.91959048,2.051984358
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Philippines,PHL,0.939932651,0.891794024,0.876760177,0.860013617,0.87434296,0.866856478,0.770210952,0.807223734,0.867515185,0.839352462,0.903181401,0.894591011,0.938207479,0.992488921,1.05114223
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Poland,POL,7.822798329,7.877112224,7.712040984,7.911421984,7.97271581,7.927026686,8.362097463,8.244183742,8.258160054,7.800914342,8.313376825,8.328175875,7.879830064,7.946282506,7.517151585
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Portugal,PRT,6.096403385,6.056037979,6.410086691,5.853135645,6.02313785,6.215165476,5.684705076,5.705207852,5.268402206,5.126323978,4.552752646,4.510827218,4.37605313,4.344029312,4.331554028
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Qatar,QAT,58.61946468,67.31049638,63.82809721,60.90080934,57.00557389,58.88108378,62.06618488,51.93367224,45.13478159,41.82722076,39.05970823,39.50920515,42.86037538,36.38791752,43.85730795
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Romania,ROU,4.040518655,4.366207979,4.47471788,4.684388286,4.517307494,4.524305495,4.876469678,4.895132266,4.692067363,4.005210952,3.922213561,4.212926221,4.074315455,3.550167079,3.516153691
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Russian Federation,RUS,10.62712053,10.6696034,10.71590102,11.09064748,11.12062698,11.25352867,11.66912207,11.67245657,12.01450651,11.02385623,11.69434812,12.334881,12.78497902,12.39355647,11.85752777
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Rwanda,RWA,0.066557755,0.064597852,0.063096145,0.060851257,0.060831351,0.059732484,0.058390835,0.060103365,0.056980845,0.058850305,0.058807364,0.064481265,0.069866303,0.074279222,0.075764224
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Samoa,WSM,0.81977484,0.836298121,0.831486279,0.867762728,0.841855647,0.897739349,0.912310091,0.946733243,0.980465233,1.013334706,1.00574351,1.075831204,1.047226688,1.038281852,1.030157995
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sao Tome and Principe,STP,0.335092997,0.354654416,0.397919252,0.438825915,0.477048466,0.48902027,0.521650658,0.507161756,0.492876344,0.521247925,0.548918618,0.556437103,0.603368294,0.591799549,0.580793656
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Saudi Arabia,SAU,14.36980164,14.01778217,14.96915013,14.57351967,17.11147523,16.69630041,17.66403491,15.39742391,16.61645475,17.61021255,18.90824847,17.68372988,19.37365993,18.00340041,19.44066648
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Senegal,SEN,0.40196621,0.431514759,0.438598018,0.47205185,0.484067421,0.524087845,0.415596435,0.443350349,0.424289035,0.371602658,0.610870294,0.642029816,0.590463462,0.611148042,0.624760004
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Serbia,SRB,..,..,..,..,..,..,7.286928854,7.106397561,7.087822517,6.308347973,6.302577983,6.803677141,6.120600182,6.265110693,5.282521917
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Seychelles,SYC,7.050966955,7.812504618,6.43848166,6.644640678,8.936853592,8.320210481,8.669030733,7.546775958,7.970272322,6.006792825,4.942709146,3.900126943,4.983296151,4.484430066,5.418677963
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sierra Leone,SLE,0.092783381,0.119557508,0.122583706,0.125498407,0.118094601,0.096779913,0.125814065,0.107139285,0.108211601,0.104057657,0.113171356,0.136885898,0.153506825,0.1736274,0.186560088
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Singapore,SGP,12.16662434,11.97221516,11.3102312,7.566013727,6.833825574,7.116921432,6.997632098,4.342606098,7.466761968,11.21442253,10.96040878,8.72379742,6.846758465,10.31198193,10.30633191
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,20.11345266,19.53355916,19.46132413
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovak Republic,SVK,6.659329488,7.317137791,7.300020532,7.349868072,7.212801455,7.325390806,7.277962961,6.843273815,7.010558568,6.319073237,6.721959562,6.395396289,6.059022901,6.11280356,5.661581328
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovenia,SVN,7.23840366,7.611741112,7.731011817,7.772287175,7.884828934,7.931674693,8.094608116,8.049468764,8.58644121,7.491602314,7.485854369,7.350637628,7.185481044,6.869551393,6.213686845
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Solomon Islands,SLB,0.364336257,0.371938275,0.362125429,0.360943767,0.351874104,0.343353521,0.343010905,0.365111393,0.37153727,0.377247996,0.375132847,0.365670029,0.356106491,0.353006555,0.343539796
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Somalia,SOM,0.054143738,0.05468532,0.061751277,0.060522574,0.058641634,0.056864343,0.05518945,0.054938209,0.052766349,0.051010131,0.050846475,0.04888819,0.047872402,0.046596425,0.045347231
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Africa,ZAF,8.420829921,8.163976697,7.727642398,8.657235861,9.519375403,8.707407369,9.236950117,9.498785998,9.979458339,9.967159109,9.25668097,9.048936362,8.872523387,8.686590251,8.979062348
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,0.13161632,0.139880248,0.141748232
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Spain,ESP,7.257824346,7.290748328,7.591280782,7.611166445,7.908050681,8.097058048,7.88419571,7.920890716,7.165531607,6.216973378,5.816416366,5.788018458,5.660938803,5.084398353,5.033824487
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sri Lanka,LKA,0.545238127,0.552229542,0.579987695,0.576258098,0.634395262,0.619140825,0.608064532,0.622623506,0.610861328,0.65473331,0.654610165,0.742076616,0.784926512,0.752460918,0.885247473
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Kitts and Nevis,KNA,3.910446068,3.946635575,4.384324145,4.328640755,4.591270184,4.226006787,4.260440651,4.528297543,4.49004877,4.602707875,4.488738371,4.672093352,4.41036743,4.444318611,4.549986213
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Lucia,LCA,2.105736654,2.295077096,2.047549438,2.238622064,2.198169526,2.243952588,2.217304285,2.296810408,2.329472799,2.235702963,2.317086481,2.318717814,2.304252573,2.292998259,2.282928389
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Vincent and the Grenadines,VCT,1.360869888,1.665335138,1.730085016,1.827982202,2.02760985,2.02570571,2.025910886,2.095081,2.097497071,2.878415692,2.032423445,1.828150966,2.33340711,1.924278691,1.920054014
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sudan,SDN,0.159133714,0.178055693,0.220598608,0.239590405,0.29422066,0.273950845,0.291193188,0.332724015,0.341440489,0.346451108,0.345245386,0.330142237,0.300706838,0.309687395,0.299732598
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Suriname,SUR,4.664057042,4.97059669,3.246983317,3.163914974,3.164286915,3.193713661,3.454401884,3.450494052,3.758312819,3.827451535,4.539301232,3.679477334,4.17347412,3.504243629,3.598912291
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eswatini,SWZ,1.181685539,1.128742937,1.104714251,1.018210758,1.004034938,0.989177928,0.980375295,1.01992803,1.044276605,0.988300344,0.974572634,0.978293558,1.117813781,1.002079425,1.098404505
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sweden,SWE,5.562430083,5.747026066,6.434228598,6.115194532,6.062241404,5.710313512,5.459003216,5.253521937,5.328098275,4.63141136,5.547348052,5.474957121,4.942300828,4.671420785,4.478182178
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Switzerland,CHE,5.435484985,5.93984844,5.586512817,5.474267138,5.46256894,5.558350382,5.592175318,5.03057402,5.283044324,5.377973641,4.983428945,4.672038363,4.723574287,4.972835876,4.311562994
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Syrian Arab Republic,SYR,3.11019717,2.909268872,2.286531603,3.116543213,2.866491678,2.757263587,2.81134785,3.343756549,3.275343328,2.939358639,2.883815863,2.69924891,2.188087381,1.860624448,1.640539063
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tajikistan,TJK,0.359837081,0.362723793,0.292704206,0.317283052,0.384731813,0.359715206,0.384043566,0.45794198,0.402814452,0.333103228,0.338084867,0.305364592,0.37252844,0.431772052,0.628730158
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tanzania,TZA,0.07914346,0.09096621,0.101599393,0.104748991,0.116740428,0.143150096,0.152433674,0.144944224,0.146753792,0.137404486,0.160252602,0.177194603,0.202862863,0.230538234,0.231426985
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Thailand,THA,2.879479006,3.062682065,3.251525498,3.479084124,3.741626083,3.782970222,3.829780667,3.814436334,3.794376677,4.002028449,4.195642184,4.122106569,4.372282402,4.403714762,4.620377146
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Timor-Leste,TLS,..,..,0.174866207,0.170358607,0.181106356,0.176876504,0.176778181,0.176911825,0.191092549,0.211634429,0.214616428,0.22071489,0.258924584,0.381550254,0.399696508
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Togo,TGO,0.276268469,0.229614541,0.237079979,0.274476099,0.255520628,0.238514053,0.211892491,0.237845036,0.276678743,0.445260993,0.411144811,0.373596922,0.367035258,0.382269109,0.36731663
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tonga,TON,0.973145663,0.893600171,1.036900891,1.178282742,1.097706999,1.126574501,1.261921617,1.108168179,1.170556883,1.270690153,1.1284596,0.991444738,1.035099331,1.117021068,1.19779665
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Trinidad and Tobago,TTO,18.81317173,20.72512252,22.40889734,24.92074069,25.91383845,29.4264629,32.76356808,34.75442871,33.76743457,33.98747928,36.09165552,35.12550948,33.77371196,34.38100318,33.96641445
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tunisia,TUN,2.052131516,2.125563118,2.113365672,2.136350551,2.224946187,2.242265111,2.253858217,2.339754109,2.383767796,2.355086515,2.600803611,2.422390866,2.489516274,2.526032939,2.605932406
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkey,TUR,3.417941997,3.03078185,3.157334228,3.306488747,3.36395109,3.496000757,3.80492901,4.090983743,4.032738479,3.895674046,4.120210591,4.368513377,4.414565434,4.277329965,4.479773496
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkmenistan,TKM,8.312217333,8.342192944,8.669542224,9.579936221,9.895300018,10.16656003,10.29328732,11.50742063,11.51415089,10.05212428,11.26147873,12.07311921,12.31475484,12.43590562,12.51709612
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turks and Caicos Islands,TCA,3.455316405,3.399619895,4.261751033,4.105233697,3.845543071,4.294215756,4.865877309,5.430804673,5.758701365,5.626698816,5.838456828,5.713035923,5.812775201,5.701477067,5.805988295
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tuvalu,TUV,0.780711092,0.773302404,1.146415173,1.131091919,1.114702604,1.1001,0.724703557,1.076313472,1.066608493,1.055353031,0.69648623,0.68973949,1.024397057,1.013263332,1.002643092
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uganda,UGA,0.060470173,0.061946205,0.061924706,0.0615388,0.064805143,0.078414179,0.088814596,0.097997791,0.104834308,0.107636295,0.120883274,0.127392876,0.117779745,0.136426459,0.141664527
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ukraine,UKR,6.525618775,6.609491317,6.611440672,7.371051211,7.236767886,7.087901917,6.976804954,6.907396814,6.723649839,5.647810472,6.641349685,6.265962311,6.487602806,5.976641848,5.020747064
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Arab Emirates,ARE,35.91576427,30.70638223,24.34879643,28.78331607,27.83302905,25.3144861,23.37186043,21.98593349,22.19548989,21.21405954,18.80851973,18.49161681,19.29492038,18.55923617,22.93960631
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Kingdom,GBR,9.199549233,9.233174987,8.904123108,9.053277839,8.989140127,8.982938536,8.89871022,8.617163681,8.424423983,7.574622131,7.857836486,7.079297626,7.355898277,7.145844359,6.49744049
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United States,USA,20.17875051,19.63650507,19.61340408,19.56410453,19.65837118,19.59188523,19.09406652,19.21789784,18.46176387,17.15773779,17.44286171,16.97695728,16.3104711,16.32347679,16.50283724
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uruguay,URY,1.598364749,1.530547985,1.389165494,1.383537104,1.689161686,1.738671739,1.999238889,1.801720058,2.474512315,2.406222572,1.901575191,2.304301301,2.573105623,2.238430313,1.984240835
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uzbekistan,UZB,4.942262235,4.945160899,5.078720671,4.972777084,4.879862552,4.480783353,4.541206044,4.473745459,4.538017932,3.858171993,3.647048882,3.874800916,3.889733195,3.417442433,3.420722746
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vanuatu,VUT,0.455966308,0.465111855,0.434926774,0.423911459,0.287428905,0.280349003,0.222377198,0.451123606,0.424300413,0.525570366,0.512300443,0.544036134,0.455621065,0.414374501,0.583633966
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Venezuela, RB",VEN,6.30041799,7.002517642,7.701743573,7.518235592,5.836654063,6.245947415,6.313340194,5.900956047,6.481245616,6.41394475,6.648063252,6.120897306,6.76939679,6.175285428,6.164731034
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vietnam,VNM,0.671308552,0.757220692,0.868419917,0.957054376,1.090129494,1.170708252,1.214236115,1.227733963,1.368139953,1.476993533,1.622618922,1.712240646,1.583708122,1.622307629,1.819893977
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,West Bank and Gaza,PSE,0.271057676,0.450151178,0.375598342,0.405640436,0.576681705,0.826080986,0.665291777,0.665297084,0.571696311,0.5665855,0.537532609,0.57890268,0.552814348,0.598167688,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Yemen, Rep.",YEM,0.841074757,0.904554225,0.85473309,0.911486595,0.966289064,0.996837633,1.030386492,0.985389791,1.020428239,1.090827155,1.01197481,0.826044243,0.762822752,1.013899888,0.878995612
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zambia,ZMB,0.174972043,0.178339467,0.180814948,0.187637934,0.185720846,0.192995979,0.188267332,0.154270853,0.168958161,0.189799593,0.197823105,0.209457789,0.253506348,0.265078347,0.292412222
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zimbabwe,ZWE,1.171874423,1.056376707,1.00093113,0.889342579,0.78923448,0.891798247,0.859470259,0.80664939,0.627678197,0.447289081,0.612527695,0.741686182,0.594151519,0.874563045,0.884721294
